date,location,meal,place,item,portion_size,nutrition_info
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,SEASONED BLACK BEANS,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=250001*3
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,SHREDDED CARROTS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130078*1
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,SHREDDED CHEDDAR  CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=157178*1
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,SHREDDED MOZZARELLA CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150009*1
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,SHREDDED RED CABBAGE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=129501*1
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,SLICED BEETS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130070*1
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,SLICED MUSHROOMS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130127*1
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,SPRING MIX GREENS,1/4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=580000*1%2f4
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,TOMATO WEDGES,3 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130081*3
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,WASABI PEAS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150900*1
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,WHITE CANNELLINI BEAN,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130059*1
11/14/2024,Livingston Dining Commons,Lunch,SOUPS,WHOLE BLACK PITTED OLIVES,4 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150096*4
11/14/2024,Livingston Dining Commons,Lunch,DELI BAR ENTREE,CHICKEN NOODLE SOUP,6 OZL,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=020011*6
11/14/2024,Livingston Dining Commons,Lunch,DELI BAR ENTREE,HEARTY GARBANZO BEAN SOUP,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=020035*6
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,BOILED HAM,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=800102*3
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,COOKED SALAMI,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=800104*3
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,DELI MEAT,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=800042*3
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,GRILLED CHICKEN MONTREAL,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=111319*1
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,ICEBERG LETTUCE,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130084*4
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,MEDIUM KAISER ROLL,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=218025*1
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,RED ONION,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130154*2
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,SLICED PROVOLONE CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150057*1
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,SLICED SWISS CHEESE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150181*1
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,SLICED TOMATOES,2 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130204*2
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,TUNA SALAD,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=165046*4
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,TURKEY BREAST,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=800103*3
11/14/2024,Livingston Dining Commons,Lunch,ENTREES,YELLOW AMERICAN CHEESE,2/3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150172*2%2f3
11/14/2024,Livingston Dining Commons,Lunch,STARCH &  POTATOES,BAKED SALMON  W/ DILL SAUCE,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=170030*4
11/14/2024,Livingston Dining Commons,Lunch,STARCH &  POTATOES,BBQ CHICKEN,10 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=111154*10
11/14/2024,Livingston Dining Commons,Lunch,STARCH &  POTATOES,CORN DOGS,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=019826*1
11/14/2024,Livingston Dining Commons,Lunch,STARCH &  POTATOES,ITALIAN MEATBALLS 1OZ,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=019836*4
11/14/2024,Livingston Dining Commons,Lunch,VEGETABLES,BAKED BROWN RICE,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=163001*4
11/14/2024,Livingston Dining Commons,Lunch,VEGETABLES,FETTUCINE PASTA,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=140043*4
11/14/2024,Livingston Dining Commons,Lunch,VEGETABLES,STEAMED WHITE RICE,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=163017*4
11/14/2024,Livingston Dining Commons,Lunch,VEGETABLES,YAMS BAKED,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=161038*1
11/14/2024,Livingston Dining Commons,Lunch,CANTINA,FRESH COOKED GREEN BEANS,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130254*3
11/14/2024,Livingston Dining Commons,Lunch,FRUIT,BEEF TACO MEAT,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=019802*3
11/14/2024,Livingston Dining Commons,Lunch,FRUIT,CHICKEN BURRITO,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=111321*4
11/14/2024,Livingston Dining Commons,Lunch,FRUIT,HOMESTYLE REFRIED BEANS,3 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=143058*3
11/14/2024,Livingston Dining Commons,Lunch,FRUIT,NEXT LEVEL TEMPEH TACO MEAT,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=143038*4
11/14/2024,Livingston Dining Commons,Lunch,FRUIT,PORK BURRITO,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=250004*4
11/14/2024,Livingston Dining Commons,Lunch,FRUIT,TACO BAR SIDES,5 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=500500*5
11/14/2024,Livingston Dining Commons,Lunch,FRUIT,TRICOLOR TORTILLA CHIPS,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150094*2
11/14/2024,Livingston Dining Commons,Lunch,BREADS,BANANAS,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120128*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,CANTALOUPE MELON,1 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120003*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,CUT HONEYDEW,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120027*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,CUT PINEAPPLE,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120028*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,GOLDEN DELICIOUS APPLES,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120023*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,GRANNY SMITH APPLES,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120024*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,GREEN SEEDLESS GRAPES,1 BUNCH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120011*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,RED DELICIOUS APPLES,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120022*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,RED GRAPEFRUIT,1 HALF,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120013*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,RED SEEDLESS  GRAPES,1 BUNCH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120004*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,WATERMELON,1 WEDGE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120000*1
11/14/2024,Livingston Dining Commons,Lunch,BREADS,WHOLE ORANGES,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=120017*1
11/14/2024,Livingston Dining Commons,Lunch,COOK TO ORDER BAR,ENGLISH MUFFIN,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=211034*1
11/14/2024,Livingston Dining Commons,Lunch,COOK TO ORDER BAR,PANINI BREAD,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=211064*1
11/14/2024,Livingston Dining Commons,Lunch,COOK TO ORDER BAR,PITA BREAD,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=211027*1
11/14/2024,Livingston Dining Commons,Lunch,COOK TO ORDER BAR,SLICED PUMPERNICKEL BREAD,2 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=211030*2
11/14/2024,Livingston Dining Commons,Lunch,COOK TO ORDER BAR,SLICED RYE BREAD,2 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150167*2
11/14/2024,Livingston Dining Commons,Lunch,COOK TO ORDER BAR,SLICED WHITE BREAD,1 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150150*1
11/14/2024,Livingston Dining Commons,Lunch,COOK TO ORDER BAR,SLICED WHOLE WHEAT BREAD,2 SLICES,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150152*2
11/14/2024,Livingston Dining Commons,Lunch,COOK TO ORDER BAR,VARIETY WRAPS,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150198*1
11/14/2024,Livingston Dining Commons,Lunch,WOK/ MONGOLIAN GRILL,OMELETS MADE TO ORDER,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=500154*6
11/14/2024,Livingston Dining Commons,Lunch,PIZZA/ PASTA,CHICKEN HUNAN STYLE,6 OZ.,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=520013*6
11/14/2024,Livingston Dining Commons,Lunch,PIZZA/ PASTA,THAI GREEN CURRY BEEF,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=019882*6
11/14/2024,Livingston Dining Commons,Lunch,PIZZA/ PASTA,VEGETABLE LO MEIN,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=143154*6
11/14/2024,Livingston Dining Commons,Lunch,VEGETARIAN,ALFREDO SAUCE,3 OZL,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=157009*3
11/14/2024,Livingston Dining Commons,Lunch,VEGETARIAN,MARINARA SAUCE,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=157169*4
11/14/2024,Livingston Dining Commons,Lunch,VEGETARIAN,PASTA CHEESE RAVIOLI MINI,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=140140*6
11/14/2024,Livingston Dining Commons,Lunch,VEGETARIAN,PASTA STATION,10 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150365*10
11/14/2024,Livingston Dining Commons,Lunch,VEGETARIAN,PENNE PASTA WW,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=140181*4
11/14/2024,Livingston Dining Commons,Lunch,VEGETARIAN,PIZZA PEPPER AND ONION,1 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130161*1
11/14/2024,Livingston Dining Commons,Lunch,VEGETARIAN,ROUND CHEESE PIZZA LARGE,1 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150166*1
11/14/2024,Livingston Dining Commons,Lunch,VEGETARIAN,ROUND PEPPERONI CHEESE PIZZA,1 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150165*1
11/14/2024,Livingston Dining Commons,Lunch,VEGETARIAN,ZITI PASTA,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=140050*4
11/14/2024,Livingston Dining Commons,Lunch,SALAD DRESSINGS,BABY CARROT WITH AGAVE AND CHIVES,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=130394*4
11/14/2024,Livingston Dining Commons,Lunch,SALAD DRESSINGS,DELUXE FARRO STUFFED PEPPERS,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=143069*1
11/14/2024,Livingston Dining Commons,Lunch,SALAD DRESSINGS,GRILLED VEGETABLES,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=705158*4
11/14/2024,Livingston Dining Commons,Lunch,LUNCH TO GO,BALSAMIC VINAIGRETTE,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=601077*2
11/14/2024,Livingston Dining Commons,Lunch,LUNCH TO GO,BALSAMIC VINEGAR,1 OZL,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150092*1
11/14/2024,Livingston Dining Commons,Lunch,LUNCH TO GO,BLUE CHEESE DRESSING,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150058*2
11/14/2024,Livingston Dining Commons,Lunch,LUNCH TO GO,GOLDEN ITALIAN DRESSING,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150142*1
11/14/2024,Livingston Dining Commons,Lunch,LUNCH TO GO,OLIVE OIL,1 OZL,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150107*1
11/14/2024,Livingston Dining Commons,Lunch,LUNCH TO GO,RANCH DRESSING,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150170*1
11/14/2024,Livingston Dining Commons,Lunch,LUNCH TO GO,RASPBERRY VINAGRETTE DRESSING,1 OZL,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Livingston+Dining+Commonsl&dtdate=11%2f14%2f2024&RecNumAndPort=150826*1
11/15/2024,Busch Dining Hall,Breakfast,BREAKFAST ENTREES,CANADIAN BACON,2 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=081001*2
11/15/2024,Busch Dining Hall,Breakfast,BREAKFAST ENTREES,SAVORY PLANT-BASED BREAKFAST PATTIES,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=143000*1
11/15/2024,Busch Dining Hall,Breakfast,BREAKFAST BAKERY,BELGIAN  WAFFLES,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=147001*1
11/15/2024,Busch Dining Hall,Breakfast,BREAKFAST BAKERY,HARD BOILED EGGS,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=061003*1
11/15/2024,Busch Dining Hall,Breakfast,BREAKFAST BAKERY,OATMEAL,6 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=143116*6
11/15/2024,Busch Dining Hall,Breakfast,BREAKFAST BAKERY,OLD FASHIONED CHOCOLATE FRENCH TOAST,2 SLICE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=147020*2
11/15/2024,Busch Dining Hall,Breakfast,BREAKFAST BAKERY,SCRAMBLED EGGS,4 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=061002*4
11/15/2024,Busch Dining Hall,Breakfast,YOGURT BAR,ASSORTED BAGELS,1 EACH,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=210000*1
11/15/2024,Busch Dining Hall,Breakfast,STARCH &  POTATOES,COTTAGE CHEESE,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=150062*2
11/15/2024,Busch Dining Hall,Breakfast,STARCH &  POTATOES,CRAISINS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=150277*1
11/15/2024,Busch Dining Hall,Breakfast,STARCH &  POTATOES,GRANOLA OATS & HONEY,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=150274*2
11/15/2024,Busch Dining Hall,Breakfast,STARCH &  POTATOES,HONEYDEW MELON,1 WEDGE,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=120005*1
11/15/2024,Busch Dining Hall,Breakfast,STARCH &  POTATOES,PLAIN GREEK CHOBANI YOGURT,2 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=174004*2
11/15/2024,Busch Dining Hall,Breakfast,STARCH &  POTATOES,PUMPKIN SEEDS,1 OZ,https://menuportal23.dining.rutgers.edu/foodpronet/label.aspx?locationNum=04&locationName=Busch+Dining+Halll&dtdate=11%2f15%2f2024&RecNumAndPort=150901*1
